Declaração;Ano;Ano Referencia;Data Criação;Data Entrega;Declarante;Município Declarante;UF Declarante;orr_descricao;Possui Coleta Seletiva Implantada;Possui Plano de Gestão;Link do Plano;Periocidade da Revisão;Ano Última Versão Plano;Massa (TON);Caracterização - Descrição;Caracterização - Percentual;Caracterização - Destinação;Caracterização - Destinação percentual;Meta Informada;Meta - Valor Atual;Meta - Valor;Meta - Prazo;Meta - Programa;Meta - Programa - Descritivo
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Plástico;8.15;Tratamento com aproveitamento energético;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Papel/papelão;7.37;Tratamento;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Papel/papelão;7.37;Tratamento;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Papel/papelão;7.37;Disposição Final em Aterro Sanitário;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Papel/papelão;7.37;Tratamento com aproveitamento energético;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Papel/papelão;7.37;Disposição Final em Lixão;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Papel/papelão;7.37;Disposição Final em Lixão;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Disposição Final em Aterro Sanitário;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Papel/papelão;7.37;Tratamento com aproveitamento energético;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Aproveitamento na agricultura;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Aproveitamento na agricultura;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Disposição Final em Aterro Sanitário;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Disposição Final em Lixão;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Disposição Final em Lixão;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Disposição ordenada em solo para recuperação de áreas degradadas ;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Disposição ordenada em solo para recuperação de áreas degradadas ;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Outros;57.42;Tratamento;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Tratamento com aproveitamento energético;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Orgânico;17.96;Tratamento com aproveitamento energético;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Outros;57.42;Tratamento;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Outros;57.42;Tratamento com aproveitamento energético;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Outros;57.42;Disposição Final em Lixão;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Outros;57.42;Disposição Final em Lixão;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Outros;57.42;Tratamento com aproveitamento energético;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Metal;1;Reciclagem;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Metal;1;Reciclagem;100;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Plástico;1;Reciclagem;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Plástico;1;Reciclagem;100;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Papel/papelão;1;Reciclagem;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Outros;1;Disposição Final em Aterro Sanitário;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Papel/papelão;1;Reciclagem;100;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Orgânico;95;Tratamento com aproveitamento energético;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Orgânico;95;Tratamento com aproveitamento energético;100;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos domiciliares;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;428.46;Metal;1.58;Reciclagem;100;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Outros;1;Disposição Final em Aterro Sanitário;100;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos domiciliares;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;428.46;Vidro;7.72;Reciclagem;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos domiciliares;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;428.46;Vidro;7.72;Reciclagem;100;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos domiciliares;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;428.46;Metal;1.58;Reciclagem;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Plástico;8.15;Tratamento;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos domiciliares;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;428.46;Plástico;8.33;Reciclagem;100;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos sólidos urbanos;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;438.06;Plástico;8.15;Tratamento;;Redução;251.56;188.67;2022;Programa Municipal de Consciência Ambiental;Serão selecionados 4 alunos do 3 ano, através de prova especifica para participarem do Projeto junto a Prefeitura. O Objetivo do projeto é melhorar a coleta seletiva e conscientizar a população quanto aos problemas ambientais do Município.
217;2019;2018;;28/11/2019;Coronel Xavier Chaves;Coronel Xavier Chaves;MG;Resíduos de limpeza urbana;Sim;Sim;http://www.cigedas.mg.gov.br/?Meio=Pagina&INT_PAG=8324;4;2017;9.6;Plástico;1;Disposição Final em Aterro Sanitário;;Coleta Seletiva;72.4;100;2020;Criação de um jingle para o caminhao de coleta seletiva;"Foi criado um jingle para ser tocado no caminhão durante a coleta seletiva. O jingle fala sobre os tipos de materiais que são coletados e o dia de cada coleta.
Segunda e sexta -feira: coleta de rejeito e orgânico. Na quarta-feira recicláveis."
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Metal;;Tratamento;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Papel/papelão;;Tratamento;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Vidro;;Reciclagem;0.32;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Vidro;;Tratamento;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Vidro;;Disposição Final em Lixão;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Vidro;;Disposição Final em Aterro Sanitário;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Plástico;;Reciclagem;4.2;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Metal;;Reciclagem;1.45;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Metal;;Disposição Final em Lixão;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Metal;;Disposição Final em Aterro Sanitário;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Plástico;;Tratamento com aproveitamento energético;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Plástico;;Tratamento;0;Coleta Seletiva;399;199.5;3 anos;;
112;2019;2018;;27/09/2019;Cristiano Otoni;Cristiano Otoni;MG;Resíduos sólidos urbanos;Não;Sim;http://www.condapav.com.br/Especifico_Cliente/06346208000143/Arquivos///PIGIRS_2017_CONDAPAV.pdf;4;2014;486.43;Plástico;;Disposição Final em Lixão;0;Coleta Seletiva;399;199.5;3 anos;;
