Declaração;Ano;Ano Referencia;Data Criação;Data Entrega;Declarante;UF Declarante;Estado possui Zoneamento Ecológico Econômico;Estado possui outros Instrumentos de Planejamento Territorial;Tratamento de resíduos sólidos;Localização de unidades de disposição final de rejeitos;Objeto de recuperação Ambiental;Possui Estudo de Regionalização;Possui Coleta Seletiva Implantada
137;2019;2018;;04/10/2019;SANTA CATARINA;SC;Não;Não;Sim;Sim;Sim;Sim;Não
